Nome,Classe,CNPJ,Pais Sede,Ativo /|Cancelado,ID da|empresa,Setor NAICS|ult disponiv,Setor|Economática,Tipo de Ativo,Bolsa,Código,ISIN,Meses|Dez 2011|no exercício|consolid:sim*,Ativo Tot|Dez 2011|em moeda orig|em milhares|consolid:sim*,Patrim Liq|Dez 2011|em moeda orig|em milhares|consolid:sim*,Receita|Dez 2011|em moeda orig|em milhares|no exercício|consolid:sim*,Lucro Bruto|Dez 2011|em moeda orig|em milhares|no exercício|consolid:sim*,Lucro Liq|Dez 2011|em moeda orig|em milhares|no exercício|consolid:sim*,Moeda dos|Balanços,Qtd Ações|Outstanding|da empresa|em milhares|31Dez11,LPA|Dez 2011|em moeda orig|de 12 meses|consolid:sim*|ajust p/ prov,VPA|Dez 2011|em moeda orig|consolid:sim*|ajust p/ prov,Vendas/Acao|Dez 2011|em moeda orig|de 12 meses|consolid:sim*|ajust p/ prov,Divid por Ação|31Dez11|1 anos|em moeda orig,Div Yld (fim)|31Dez11|no Ano|em moeda orig,Div Yld (inic)|31Dez11|1 anos|em moeda orig,PrinAcion|31/12/2011|1.Maior|Sem Voto,%AcPoss|31/12/2011|1.Maior|Sem Voto,PrinAcion|31/12/2011|2.Maior|Sem Voto,%AcPoss|31/12/2011|2.Maior|Sem Voto,PrinAcion|31/12/2011|3.Maior|Sem Voto,%AcPoss|31/12/2011|3.Maior|Sem Voto,PrinAcion|31/12/2011|4.Maior|Sem Voto,%AcPoss|31/12/2011|4.Maior|Sem Voto,PrinAcion|31/12/2011|5.Maior|Sem Voto,%AcPoss|31/12/2011|5.Maior|Sem Voto,PrinAcion|31/12/2011|6.Maior|Sem Voto,%AcPoss|31/12/2011|6.Maior|Sem Voto,PrinAcion|31/12/2011|7.Maior|Sem Voto,%AcPoss|31/12/2011|7.Maior|Sem Voto,PrinAcion|31/12/2011|8.Maior|Sem Voto,%AcPoss|31/12/2011|8.Maior|Sem Voto,PrinAcion|31/12/2011|9.Maior|Sem Voto,%AcPoss|31/12/2011|9.Maior|Sem Voto,PrinAcion|31/12/2011|10.Maior|Sem Voto,%AcPoss|31/12/2011|10.Maior|Sem Voto,PrinAcion|31/12/2011|1.Maior|Com Voto,%AcPoss|31/12/2011|1.Maior|Com Voto,PrinAcion|31/12/2011|2.Maior|Com Voto,%AcPoss|31/12/2011|2.Maior|Com Voto,PrinAcion|31/12/2011|3.Maior|Com Voto,%AcPoss|31/12/2011|3.Maior|Com Voto,PrinAcion|31/12/2011|4.Maior|Com Voto,%AcPoss|31/12/2011|4.Maior|Com Voto,PrinAcion|31/12/2011|5.Maior|Com Voto,%AcPoss|31/12/2011|5.Maior|Com Voto,PrinAcion|31/12/2011|6.Maior|Com Voto,%AcPoss|31/12/2011|6.Maior|Com Voto,PrinAcion|31/12/2011|7.Maior|Com Voto,%AcPoss|31/12/2011|7.Maior|Com Voto,PrinAcion|31/12/2011|8.Maior|Com Voto,%AcPoss|31/12/2011|8.Maior|Com Voto,PrinAcion|31/12/2011|9.Maior|Com Voto,%AcPoss|31/12/2011|9.Maior|Com Voto,PrinAcion|31/12/2011|10.Maior|Com Voto,%AcPoss|31/12/2011|10.Maior|Com Voto
Merc Invest,ON,34169557000172,BR,ativo,130,Bancos,Finanças e Seguros,Ação,Bovespa,BMIN3,BRBMINACNOR4,12,628890,52309,-,-,5361,Real,182520,0.029372123603,0.28659325006,-,7,0.4,0.5,Banco Mercantil do Brasil S.A.,54.2,Alberto Michaan,7.7,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Banco Mercantil do Brasil S.A.,94,Alberto Michaan,0.9,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Met Duque,ON,84683762000120,BR,ativo,864,Indústria de molas e produtos de arame,Siderur & Metalur,Ação,Bovespa,DUQE3,BRDUQEACNOR5,12,194666,94493,101437,30420,3233,Real,2816,1.1480811577,33.555752841,36.021623381,0.1672,-,-,Mh Adm e Participacoes Ltda,64.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Mh Adm e Participacoes Ltda,97,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Metal Iguacu,ON,80227184000166,BR,ativo,860,Outras indústrias de produtos de metal,Siderur & Metalur,Ação,Bovespa,MTIG3,BRMTIGACNOR0,12,68926,49122,69056,7042,1053,Real,312516,0.0033694274853,0.15718235226,0.22096788644,0,0.0,0.0,Merisa S.A. Engenharia e Planej.,54.9,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Merisa S.A. Engenharia e Planej.,88,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Metal Leve,ON,60476884000187,BR,ativo,857,Indústria de autopeças,Veiculos e peças,Ação,Bovespa,LEVE3,BRLEVEACNOR2,12,2649332,1328462,2236756,548855,188655,Real,42770,1.4703234782,10.353655447,17.432640862,1.4008639278,9.9,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Mahle Industria e Comercio Ltda,61,Mahle Gmbh,11.4,Conselheiros e Diretores Nao Estatutarios,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Metalfrio,ON,4821041000108,BR,ativo,2061,Indústria de equipamentos de refrigeração,Máquinas Indust,Ação,Bovespa,FRIO3,BRFRIOACNOR2,12,951102,248473,755241,124014,7248,Real,41304,0.17546694216,6.0157127639,18.283640848,0.6827,12.4,4.9,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Rio Verde Cons. e Part. Ltda.,14,Thema Participacoes Ltda,11.9,HSBC Bank Brasil SA,12,HSBC Investments Gestao de Recursos Ltda,10.2,Citibank Dtvm SA,8,Fairfax Participacoes S.A,8,Acoes em Tesouraria,0.3,-,-,-,-,-,-
Metisa,ON,86375425000109,BR,ativo,875,Outras indústrias de produtos de metal,Siderur & Metalur,Ação,Bovespa,MTSA3,BRMTSAACNOR2,12,286568,166063,209956,59185,17754,Real,9760,1.8185482544,17.014041281,21.505792462,0.8,-,-,Fama Investimentos Ltda,99.7,Flavio Snell,0.1,Edvaldo Angelo,0.0,Cia Industrial H. Carlos Schneider,0.0,Partbank S/A,0.0,D' Angelo Participacoes Ltda,0.0,Acoes em Tesouraria,0.0,-,-,-,-,-,-,Flavio Snell,37,D' Angelo Participacoes Ltda,24.5,Partbank S/A,24,Edvaldo Angelo,9.6,-,0,-,0,-,0.0,-,-,-,-,-,-
Millennium,ON,15115504000124,BR,ativo,1139,Indústria química,Química,Ação,Bovespa,TIBR3,BRTIBRACNOR0,12,499844,375590,381413,86550,32810,Real,2321500,0.014133103596,0.1617876373,0.16429592936,0,-,-,Millennium Australind,56.9,Jasper Int Investment Llc,6.7,Norges Bank - HSBC Ctvm S.A.,4.6,Vbi Exclusivo Acoes Fundo de Investimento,4.4,-,0.0,-,-,-,-,-,-,-,-,-,-,Millennium Holdings Brasil Ltda,99,-,0.0,-,0,-,0.0,-,0,-,-,-,-,-,-,-,-,-,-
Mills,ON,27093558000115,BR,ativo,2201,Serviços de engenharia e arquitetura,Outros,Ação,Bovespa,MILS3,BRMILSACNOR2,12,1288603,736140,677592,337170,92177,Real,125657,0.73436315779,5.8583286248,5.3982945942,0.2158866904,1.2,1.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Nacht Participacoes SA,22,Jeroboam Investments Llc,15.3,Capital Group International Inc,6,Fmr Llc(Fidelity),5.2,Administradores,5,-,-,-,-,-,-,-,-,-,-
Minasmaquinas,ON,17161241000115,BR,ativo,881,Concessionárias de outros veículos motorizados,Comércio,Ação,Bovespa,MMAQ3,BRMMAQACNOR1,12,167092,65466,314605,9167,12250,Real,41,298.78048781,1596.7317073,7673.2926829,21.963887,-,-,Administradora Guanabara SA,31.5,Bamaq S/A - Bandeirantes Maqs. e Eq,18.2,Cofal - Comercio e Representacoes,14.0,Administradora Irfa Ltda,6.8,-,-,-,-,-,-,-,-,-,-,-,-,Administradora Irfa Ltda,61,Bamaq S/A - Bandeirantes Maqs. e Eq,18.8,Cofal - Comercio e Representacoes,9,-,0.0,-,-,-,-,-,-,-,-,-,-,-,-
Minerva,ON,67620377000114,BR,ativo,2093,Abatedouros,Alimentos e Beb,Ação,Bovespa,BEEF3,BRBEEFACNOR6,12,3499191,719758,3976977,600481,45364,Real,104732,0.44151318394,6.8723844053,38.706634726,0,0.0,0.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Vdq Holdings S/A,67,Acoes em Tesouraria,3.1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Minupar,ON,90076886000140,BR,ativo,1376,Abatedouros,Alimentos e Beb,Ação,Bovespa,MNPR3,BRMNPRACNOR5,12,274914,16692,181852,12985,-12534,Real,507150,-0.029024524588,0.032913339249,0.42110801383,0,0.0,0.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Ssj Participacoes e Representacoes,15,Francisco Asclepio Barroso Aguiar,7.2,Jose Oswaldo Morales Junior,6,Paulo Vicente Sperb,5.0,Sergio Roberto Jaeschke,2,-,-,-,-,-,-,-,-,-,-
MMX Miner,ON,2762115000149,BR,ativo,1791,Mineração de metais,Mineração,Ação,Bovespa,MMXM3,BRMMXMACNOR2,12,6253077,2965506,1035684,630493,-19251,Real,619761,-0.032264017271,4.7849187025,1.735770945,0,0.0,0.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Eike Fuhrken Batista,30,Wisco Brasil Investimentos em Metalurgia Ltda,16.4,Sk Networks Co Ltda,14,Centennial Ass Mining Fundo Llc,7.4,Mercatto Botafogo Mult FI,4,-,-,-,-,-,-,-,-,-,-
Mont Aranha,ON,33102476000192,BR,ativo,889,Administração de empresas e empreendimentos,Outros,Ação,Bovespa,MOAR3,BRMOARACNOR5,12,1223402,1108559,0,0,181048,Real,11298,16.024783147,98.119932731,0,5.9452972,6.8,6.1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Sociedade Tecnica Monteiro Aranha S.A.,26,Joaquim Francisco M. de Carvalho-Espolio,14.4,Bradesco Capitalizacao S.A.,11,Fundo Pensoes do Banco Espirito Santo,10.3,Euroamerican Finance S.A,8,Olavo Egydio Monteiro de Carvalho,6,-,-,-,-,-,-,-,-
MPX Energia,ON,4423567000121,BR,ativo,2123,"Geração, transmissão e distribuição de energia elétrica",Energia Elétrica,Ação,Bovespa,MPXE3,BRMPXEACNOR2,12,8781488,1262646,168279,4501,-408553,Real,136721,-0.79001693853,2.4413258086,0.32540027952,0,0.0,0.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Eike Fuhrken Batista,68,Centennial Ass Mining Fundo Llc,4.9,Centennial Asset Brazilian Equity Fund Llc - Itau Unibanco S/A,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-
MRV,ON,8343492000120,BR,ativo,2091,Construção de edifícios residenciais,Construção,Ação,Bovespa,MRVE3,BRMRVEACNOR2,12,9160646,3422906,4015063,1247447,760103,Real,479618,1.5776848902,7.1367338173,8.333744543,0.180192941,1.7,1.2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Rubens Menin Teixeira de Souza,32,Janus Capital Management Llc,5.3,Acoes em Tesouraria,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Multiplan,ON,7816890000153,BR,ativo,2098,Locadora de imóveis,Outros,Ação,Bovespa,MULT3,BRMULTACNOR5,12,4751637,3088892,676252,545112,298176,Real,178073,1.67437737,17.346249645,3.7974251624,1.1405492796,3.0,3.1,1700480 Ontario Inc.,100.0,-,0.0,-,0.0,-,0.0,-,0.0,-,-,-,-,-,-,-,-,-,-,"Multiplan Plan., Partic. e Adm. S.A",33,1700480 Ontario Inc.,24.1,Aberdeen Asset Management Plc,15,Acoes em Tesouraria,0.6,Jose Isaac Peres,0,-,-,-,-,-,-,-,-,-,-
Multiplus,ON,11094546000175,BR,ativo,2194,Outros serviços de apoio,Outros,Ação,Bovespa,MPLU3,BRMPLUACNOR3,12,1308434,259138,1246812,404744,274246,Real,161371,1.7002842014,1.6058495165,7.730048007,4.26838663,13.2,12.6,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Tam S/A,73,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Mundial,ON,88610191000154,BR,ativo,531,Indústria de ferragens,Siderur & Metalur,Ação,Bovespa,MNDL3,BRMNDLACNOR4,12,887487,39436,363699,114258,-40113,Real,284398,-0.14312205412,0.13866488933,1.2976677875,0.00746499999,1.7,3.0,Hercules S/A - Fabrica de Talheres,1.7,Elece Admin e Particip Ltda,1.5,Fund Func Empr Zivi e Hercules S/A,0.2,Fundacao Abramo Eberle,0.1,Zhepar Particip Ltda,0.1,Administradores,0.0,Acoes em Tesouraria,0.0,Zenith Adm. Participacoes Ltda,0,-,0.0,-,-,Hammers do Brasil Adm. Part. Ltda,35,Zenith Adm. Participacoes Ltda,25.5,Hercules S/A - Fabrica de Talheres,20,Zhepar Particip Ltda,8.0,Elece Admin e Particip Ltda,0,Administradores,0,Fund Func Empr Zivi e Hercules S/A,0.0,Fundacao Abramo Eberle,0,Acoes em Tesouraria,0,-,-
Nadir Figuei,ON,61067161000197,BR,ativo,904,Indústria de vidro e produtos de vidro,Minerais não Met,Ação,Bovespa,NAFG3,BRNAFGACNOR4,12,666508,297695,372910,150531,23445,Real,13579,1.7265630753,21.92319022,27.462257898,0.465857,-,-,Cia Agricola Adm Com Ind Caaci,30.0,Emvidro Comercio e Representacoes Ltda,17.8,Morvan Figueiredo de Paula e Silva,6.8,Raul Antonio de Paula e Silva,6.8,-,-,-,-,-,-,-,-,-,-,-,-,Cia Agricola Adm Com Ind Caaci,63,Emvidro Comercio e Representacoes Ltda,7.5,Morvan Figueiredo de Paula e Silva,4,Raul Antonio de Paula e Silva,3.7,-,-,-,-,-,-,-,-,-,-,-,-
Natura,ON,71673990000177,BR,ativo,1955,Comércio atacadista de bens não duráveis variados,Comércio,Ação,Bovespa,NATU3,BRNATUACNOR6,12,3793012,1250244,5591374,3925074,830901,Real,428217,1.9308704719,2.919650551,12.993387845,1.76989848,4.9,3.7,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Lisis Participacoes S/A,22,Utopia Participacoes S/A,21.2,Passos Participacoes S/A,5,Anp Participacoes S/A,5.2,Lazard Asset Management Llc,5,Rm Futura Participacoes S/A,4,Antonio Luiz da Cunha Seabra,0.8,Guilherme Peirao Leal,1,Acoes em Tesouraria,1,Pedro Luiz Barreiros Passos,0.2
Neoenergia,ON,1083200000118,BR,ativo,1553,"Geração, transmissão e distribuição de energia elétrica",Energia Elétrica,Ação,Bovespa,GNAN3B,BRGNANACNOR8,12,21634744,11042326,9770849,3335986,1551628,Real,5850636,0.26520672283,1.8873719028,1.670049034,0.1578304029,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Iberdrola Energia S.A.,39,Fundo Mutuo Inv. Acoes BB Cart. Livre I,26.8,Previ Cx Prev Funcs Bco Brasil,22,BB Banco de Investimento S/A,12.0,-,-,-,-,-,-,-,-,-,-,-,-
Net,ON,108786000165,BR,ativo,1462,TV a cabo,Outros,Ação,Bovespa,NETC3,BRNETCACNOR6,12,8894897,4187839,6695885,2548934,373173,Real,342964,1.0880830848,12.21072474,19.523596847,0,-,-,Embratel - Empr Bras de Telec SA,92.3,Embratel Participacoes S/A,5.4,Globo Comunicacoes e Part. S/A,0.0,-,0.0,-,-,-,-,-,-,-,-,-,-,-,-,Gb Empreendimentos e Part. S/A,51,Embratel Participacoes S/A,35.8,Globo Comunicacoes e Part. S/A,10,Embratel - Empr Bras de Telec SA,2.3,-,-,-,-,-,-,-,-,-,-,-,-
Nord Brasil,ON,7237373000120,BR,ativo,122,Bancos,Finanças e Seguros,Ação,Bovespa,BNBR3,BRBNBRACNOR8,12,26435588,2329499,-,-,314799,Real,86992,3.6187120655,26.778312948,-,2.806458283,8.0,6.8,Uniao Federal (Tesouro Nacional),91.8,Acoes em Tesouraria,0.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Uniao Federal (Tesouro Nacional),96,Acoes em Tesouraria,0.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Nordon Met,ON,60884319000159,BR,ativo,908,Indústria de outros tipos de máquinas,Máquinas Indust,Ação,Bovespa,NORD3,BRNORDACNOR7,12,25125,-59759,0,0,-19843,Real,6621487,-0.0029967588851,-0.0090250120555,0,0,0.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Elizabeth do Rocio Freitas,33,Jussara do Rocio Gomes F. Lopes,32.8,Pylon Investments Ltd,33,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Nutriplant,ON,51128999000190,BR,ativo,2133,Indústria de fertilizantes e pesticidas,Química,Ação,Bovespa,NUTR3M,BRNUTRACNOR0,12,46108,1986,29253,5187,-10032,Real,5207,-1.9265380618,0.38139001104,5.617725072,0,0.0,0.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Tripto Participacoes Ltda,56,Bndespar - BNDES Participacoes SA,10.7,Fama Investimentos Ltda,10,Acoes em Tesouraria,0.1,-,-,-,-,-,-,-,-,-,-,-,-
Oderich,ON,97191902000194,BR,ativo,469,Indústria de frutas e vegetais em conserva e comidas especiais,Alimentos e Beb,Ação,Bovespa,ODER3,BRODERACNOR6,12,303083,93820,264965,49689,-17251,Real,11287,-1.5283954992,8.3122175955,23.475236998,0,-,-,Marcos Odorico Oderich,26.6,Claudio Oderich,14.4,Joao Adolfo Oderich,13.4,Lucia Oderich Moreira,13.2,Ernesto Osvino Oderich,12.8,Ernesto Oderich Sobrinho,0.7,Luiz Fernando Oderich,0.1,-,0,-,0.0,-,0.0,Odepar S/A Part. e Neg.,41,Ernesto Oderich Sobrinho,13.0,Marcos Odorico Oderich,9,Claudio Oderich,7.2,Joao Adolfo Oderich,7,Ernesto Osvino Oderich,7,Lucia Oderich Moreira,6.1,Iguatemi Lucio Moreira,2,Luiz Fernando Oderich,1,Valdete Oderich,0.3
Odontoprev,ON,58119199000151,BR,ativo,2012,Consultório odontológico,Outros,Ação,Bovespa,ODPV3,BRODPVACNOR4,12,993258,762606,835263,418799,145311,Real,176665,0.27386581932,1.4388890406,1.5742097009,0.19351542767,2.2,2.3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Bradesco Saude S/A,43,Dynamo Administracao de Recursos Ltda,8.3,Znt Emp. Com. e Particip. Ltda,8,Acoes em Tesouraria,0.2,-,-,-,-,-,-,-,-,-,-,-,-
OGX Petroleo,ON,7957093000196,BR,ativo,2016,Extração de petróleo e gas,Petróleo e Gas,Ação,Bovespa,OGXP3,BROGXPACNOR3,12,14350197,8814560,0,0,-482165,Real,3233751,-0.14911678537,2.7258008928,0,0,0.0,0.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Centennial Ass Mining Fundo Llc,58,Centennial Asset Brazilian Equity Fund Llc - BTG Pactual SA,3.4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
OHL Brasil,ON,2919555000167,BR,ativo,1977,Atividades auxiliares ao transporte rodoviário,Transporte Serviç,Ação,Bovespa,OHLB3,BROHLBACNOR6,12,5550279,1398451,2712120,960322,404396,Real,68889,1.174059601,4.0600124839,7.8739416936,0.41680813353,3.4,3.5,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"Participes En Brasil S.A., Unipersonal",60,Credit Suisse Hedging-Griffo C. V. S/A,12.5,Skopos Administradora de Recursos Ltda,9,Kendall Develops S.A.,5.0,-,-,-,-,-,-,-,-,-,-,-,-
Oi,ON,76535764000143,BR,ativo,1131,Telecomunicações,Telecomunicações,"ADR,etc (emp estrang)",NYSE,OIBR.C,US10553M2008,12,31664031,10588802,9245255,4658690,1005731,Real,589789,-,-,-,0,0.0,0.0,Coari Participacoes S.A.,32.2,Credit Suisse Hedging Griffo Asset Management S.A.,5.0,Acoes em Tesouraria,3.3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Coari Participacoes S.A.,80,Credit Suisse Hedging Griffo Asset Management S.A.,0.4,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Oi,ON,76535764000143,BR,ativo,1131,Telecomunicações,Telecomunicações,Ação,Bovespa,OIBR3,BROIBRACNOR1,12,31664031,10588802,9245255,4658690,1005731,Real,589789,1.7052386531,17.953542708,15.675529723,0.29922866784,2.6,2.0,Coari Participacoes S.A.,32.2,Credit Suisse Hedging Griffo Asset Management S.A.,5.0,Acoes em Tesouraria,3.3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Coari Participacoes S.A.,80,Credit Suisse Hedging Griffo Asset Management S.A.,0.4,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-
OSX Brasil,ON,9112685000132,BR,ativo,2134,Estaleiros,Veiculos e peças,Ação,Bovespa,OSXB3,BROSXBACNOR8,12,4448401,2627281,144233,62773,7565,Real,280575,0.02698129355,9.3639094471,0.51442074191,0,0.0,0.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Centennial Ass Mining Fundo Llc,61,Eike Fuhrken Batista,17.4,Membros de Diretoria,0,Conselho de Administracao,0.0,-,-,-,-,-,-,-,-,-,-,-,-
P.Acucar-Cbd,ON,47508411000156,BR,ativo,1482,Loja de departamentos,Comércio,Ação,Bovespa,PCAR3,BRPCARACNOR3,12,33769005,7625273,46594486,12661522,718219,Real,260006,2.7725097916,29.327296293,179.86668227,0.65500092445,-,-,Onyx 2006 Participacoes Ltda,12.9,Schroder Investment Management North America Ltd,6.9,Bengal Llc,5.2,"Blackrock, Inc",5.0,Massachusetts Mutual Life Insurance Company,4.7,Stanhore Trading International S.A.,4.6,Lobo I Llc,4.1,Segisor,3,King Llc,3.0,Rio Plate Empreendimentos e Participacoes Ltda,2.5,Wilkes Participacoes S/A,66,Sudaco Participacoes Ltda,28.7,Casino Guichard Perrachon,6,Abilio Dos Santos Diniz,0.0,Ana Maria Falleiros Dos Santos Diniz D'Avila,0,-,0,-,0.0,-,0,-,0,-,0.0
Panamericano,ON,59285411000113,BR,ativo,2119,Bancos,Finanças e Seguros,Ação,Bovespa,BPNM3,BRBPNMACNOR9,12,15266340,972562,-,-,231065,Real,244344,0.94565471933,3.9802992454,-,0,-,-,Banco BTG Pactual,22.0,Caixa Participacoes SA Caixapar,22.0,Polo Capital Gestao de Recursos Ltda,12.5,Unity Capital Gestora de Investimentos Ltda.,5.0,Capital Research & Mngmt Co,2.0,-,-,-,-,-,-,-,-,-,-,Banco BTG Pactual,51,Caixa Participacoes SA Caixapar,49.0,-,0,-,0.0,-,0,-,-,-,-,-,-,-,-,-,-
Panatlantica,ON,92693019000189,BR,ativo,9,Transformação de aço em produtos de aço,Siderur & Metalur,Ação,Bovespa,PATI3,BRPATIACNOR6,12,294757,158596,365581,33010,13306,Real,9480,1.4170948247,16.537693657,38.934536532,0.49506406687,-,2.2,L. P. Acos S.A.,6.0,-,0.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,L. P. Acos S.A.,88,Cia Siderurgica Nacional,9.8,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Par Al Bahia,ON,1938783000111,BR,ativo,1870,Administração de empresas e empreendimentos,Outros,Ação,Bovespa,PEAB3,BRPEABACNOR3,12,757918,559133,196142,25801,-1961,Real,12850,-0.15260371147,43.51229572,15.263639559,1.967204726,6.3,6.9,Adrecor Adm. Repres. Corr. Ltda,60.5,Fundacao Maria Emilia F. de Carvalh,1.1,Jose Maria Souza T. Costa,1.1,Paulo Sergio F. de Carvalho G. T.,0.3,-,-,-,-,-,-,-,-,-,-,-,-,Paulo Sergio F. de Carvalho G. T.,32,Fundacao Maria Emilia F. de Carvalh,16.8,Jose Maria Souza T. Costa,5,Adrecor Adm. Repres. Corr. Ltda,0.1,-,-,-,-,-,-,-,-,-,-,-,-
Parana,ON,14388334000199,BR,ativo,2072,Bancos,Finanças e Seguros,Ação,Bovespa,PRBC3,BRPRBCACNOR1,12,3427460,1093513,-,-,359474,Real,87580,4.0844675495,12.485842695,-,1.04,-,-,Joel Malucellli,16.2,Credit Suisse Hedging-Griffo C. V. S/A,14.4,Capital Research & Mngmt Co,8.8,Deutsche Bank S.A.,5.4,Jorge Nacli Neto,5.0,Rosaldo Malucelli,4.3,Alexandre Malucelli,1.4,Paola Malucelli de Arruda,1,Julia Malucelli,1.0,Gabriel Malucelli,1.0,Joel Malucellli,36,Rosaldo Malucelli,9.6,Alexandre Malucelli,6,Paola Malucelli de Arruda,6.0,Julia Malucelli,6,Gabriel Malucelli,6,Cristiano Malucelli,6.0,Monica Malucelli do Amaral,6,Jnf Participacoes S.A.,6,-,0.0
Paranapanema,ON,60398369000126,BR,ativo,939,Outras indústrias de produtos de metal,Siderur & Metalur,Ação,Bovespa,PMAM3,BRPMAMACNOR3,12,3776337,1661744,4098356,93250,-47699,Real,319152,-0.14945522406,5.2067407525,12.841374331,0.22,7.5,4.4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Previ Cx Prev Funcs Bco Brasil,24,Bndespar - BNDES Participacoes SA,17.2,Petros - Fund. Petrobras de Seg. Social,12,Ewz Investments Llc - Socopa Soc.Corret.,8.6,Acoes em Tesouraria,0,-,-,-,-,-,-,-,-,-,-
PDG Realt,ON,2950811000189,BR,ativo,2047,Construção de edifícios residenciais,Construção,Ação,Bovespa,PDGR3,BRPDGRACNOR8,12,17253079,6419822,6877380,1793786,704439,Real,1123632,0.63029805306,5.713456007,6.1535480348,0.169185,2.9,1.7,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"Blackrock, Inc",7,"T. Rowe Price Associates, Inc.",5.1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Pet Manguinh,ON,33412081000196,BR,ativo,998,Indústria de produtos de petróleo e carvão,Petróleo e Gas,Ação,Bovespa,RPMG3,BRRPMGACNOR9,12,602377,-209115,2355539,-82216,-22221,Real,931318,-0.024440345385,-0.22453662444,2.5908008968,0,0.0,0.0,Manguinhos Participacoes SA,12.5,Acoes em Tesouraria,0.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Manguinhos Participacoes SA,76,Acoes em Tesouraria,0.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Petrobras,ON,33000167000101,BR,ativo,951,Extração de petróleo e gas,Petróleo e Gas,"ADR,etc (emp estrang)",BCBA,APBR72,BRPETRACNOR9,12,599149983,329838881,244176142,77236882,33313097,Real,13044497,-,-,-,994,1.7,1.3,Bndespar - BNDES Participacoes SA,23.9,"Blackrock, Inc",5.0,Ffie - Fundo Fiscal de Investimentos e Estabilizacao,2.9,Uniao Federal (Tesouro Nacional),1.1,FPS Fundo de Participacao Social,0.0,-,-,-,-,-,-,-,-,-,-,Uniao Federal (Tesouro Nacional),51,FPS Fundo de Participacao Social,5.8,Ffie - Fundo Fiscal de Investimentos e Estabilizacao,5,Bndespar - BNDES Participacoes SA,2.3,-,0,-,-,-,-,-,-,-,-,-,-
