Nome,Classe,CNPJ,Pais Sede,Ativo /|Cancelado,ID da|empresa,Setor NAICS|ult disponiv,Setor|Economática,Tipo de Ativo,Bolsa,Código,ISIN,Meses|Dez 2011|no exercício|consolid:sim*,Ativo Tot|Dez 2011|em moeda orig|consolid:sim*,Patrim Liq|Dez 2011|em moeda orig|consolid:sim*,Receita|Dez 2011|em moeda orig|no exercício|consolid:sim*,Lucro Bruto|Dez 2011|em moeda orig|no exercício|consolid:sim*,Lucro Liq|Dez 2011|em moeda orig|no exercício|consolid:sim*,Moeda dos|Balanços,Qtd Ações|Outstanding|da classe|31Dez11,LPA|Dez 2011|em moeda orig|de 12 meses|consolid:sim*|ajust p/ prov,VPA|Dez 2011|em moeda orig|consolid:sim*|ajust p/ prov,Vendas/Acao|Dez 2011|em moeda orig|de 12 meses|consolid:sim*|ajust p/ prov,Divid por Ação|31Dez11|1 anos|em moeda orig,Div Yld (fim)|31Dez11|no Ano|em moeda orig,Div Yld (inic)|31Dez11|1 anos|em moeda orig,PrinAcion|31/12/2011|1.Maior|Sem Voto,AcPossuid|31/12/2011|1.Maior|Sem Voto,PrinAcion|31/12/2011|2.Maior|Sem Voto,AcPossuid|31/12/2011|2.Maior|Sem Voto,PrinAcion|31/12/2011|3.Maior|Sem Voto,AcPossuid|31/12/2011|3.Maior|Sem Voto,PrinAcion|31/12/2011|4.Maior|Sem Voto,AcPossuid|31/12/2011|4.Maior|Sem Voto,PrinAcion|31/12/2011|5.Maior|Sem Voto,AcPossuid|31/12/2011|5.Maior|Sem Voto,PrinAcion|31/12/2011|6.Maior|Sem Voto,AcPossuid|31/12/2011|6.Maior|Sem Voto,PrinAcion|31/12/2011|7.Maior|Sem Voto,AcPossuid|31/12/2011|7.Maior|Sem Voto,PrinAcion|31/12/2011|8.Maior|Sem Voto,AcPossuid|31/12/2011|8.Maior|Sem Voto,PrinAcion|31/12/2011|9.Maior|Sem Voto,AcPossuid|31/12/2011|9.Maior|Sem Voto,PrinAcion|31/12/2011|10.Maior|Sem Voto,AcPossuid|31/12/2011|10.Maior|Sem Voto,PrinAcion|31/12/2011|1.Maior|Com Voto,AcPossuid|31/12/2011|1.Maior|Com Voto,PrinAcion|31/12/2011|2.Maior|Com Voto,AcPossuid|31/12/2011|2.Maior|Com Voto,PrinAcion|31/12/2011|3.Maior|Com Voto,AcPossuid|31/12/2011|3.Maior|Com Voto,PrinAcion|31/12/2011|4.Maior|Com Voto,AcPossuid|31/12/2011|4.Maior|Com Voto,PrinAcion|31/12/2011|5.Maior|Com Voto,AcPossuid|31/12/2011|5.Maior|Com Voto,PrinAcion|31/12/2011|6.Maior|Com Voto,AcPossuid|31/12/2011|6.Maior|Com Voto,PrinAcion|31/12/2011|7.Maior|Com Voto,AcPossuid|31/12/2011|7.Maior|Com Voto,PrinAcion|31/12/2011|8.Maior|Com Voto,AcPossuid|31/12/2011|8.Maior|Com Voto,PrinAcion|31/12/2011|9.Maior|Com Voto,AcPossuid|31/12/2011|9.Maior|Com Voto,PrinAcion|31/12/2011|10.Maior|Com Voto,AcPossuid|31/12/2011|10.Maior|Com Voto
ItauUnibanco,ON,60872504000123,BR,ativo,1934,Bancos,Finanças e Seguros,Ação,Bovespa,ITUB3,BRITUBACNOR4,12,818136000001,73941000000,-,-,13837000000,Real,2289284000,3.051147989,16.381678645,-,1.2994,4.8,4.2,"Blackrock, Inc",159335700,Acoes em Tesouraria,58666500,Itausa Invest Itau S.A.,77100,-,0,-,-,-,-,-,-,-,-,-,-,-,-,Iupar - Itau Unibanco Participacoes S.A.,1167536100,Itausa Invest Itau S.A.,885142900,Acoes em Tesouraria,2100,-,0,-,-,-,-,-,-,-,-,-,-,-,-
ItauUnibanco,PN,60872504000123,BR,ativo,1934,Bancos,Finanças e Seguros,"ADR,etc (emp estrang)",NYSE,ITUB,US4655621062,12,818136000001,73941000000,-,-,13837000000,Real,2224356000,-,-,-,0.7655,4.1,3.2,"Blackrock, Inc",159335700,Acoes em Tesouraria,58666500,Itausa Invest Itau S.A.,77100,-,0,-,-,-,-,-,-,-,-,-,-,-,-,Iupar - Itau Unibanco Participacoes S.A.,1167536100,Itausa Invest Itau S.A.,885142900,Acoes em Tesouraria,2100,-,0,-,-,-,-,-,-,-,-,-,-,-,-
ItauUnibanco,PN,60872504000123,BR,ativo,1934,Bancos,Finanças e Seguros,Ação,Bovespa,ITUB4,BRITUBACNPR1,12,818136000001,73941000000,-,-,13837000000,Real,2224356000,3.051147989,16.381678645,-,1.2994,3.8,3.3,"Blackrock, Inc",159335700,Acoes em Tesouraria,58666500,Itausa Invest Itau S.A.,77100,-,0,-,-,-,-,-,-,-,-,-,-,-,-,Iupar - Itau Unibanco Participacoes S.A.,1167536100,Itausa Invest Itau S.A.,885142900,Acoes em Tesouraria,2100,-,0,-,-,-,-,-,-,-,-,-,-,-,-
Iven,ON,-,BR,cancelado,1438,"Geração, transmissão e distribuição de energia elétrica",Energia Elétrica,Ação,Bovespa,IVEN3,-,-,-,-,-,-,-,Real,200000000,-,-,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Iven,PN,-,BR,cancelado,1438,"Geração, transmissão e distribuição de energia elétrica",Energia Elétrica,Ação,Bovespa,IVEN4,-,-,-,-,-,-,-,Real,400000000,-,-,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Ivi,PN,28500320000120,BR,cancelado,1286,Estaleiros,Veiculos e peças,Ação,Bovespa,VRLM4,-,12,1549493000,-269249000,17973000,17973000,35137000,Real,7213860000,0.0018620706404,-0.014261201347,0.00095247162877,0,-,-,Sequip Investimentos Ltda.,1353364948,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Sequip Investimentos Ltda.,8278419858,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
J B Duarte,ON,60637238000154,BR,ativo,1231,Indústria de alimentos,Alimentos e Beb,Ação,Bovespa,JBDU3,BRJBDUACNOR6,12,103988000,25571000,0,0,-7106000,Real,309716000,-0.01168004788,0.027521504034,0,0,0.0,0.0,Kracow Participacoes S/A,67398408,Monte Mor S/A - Comercio Importacao e Exportacao,64298036,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Duagro S/A Adm e Partic,196719739,-,0,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-
J B Duarte,PN,60637238000154,BR,ativo,1231,Indústria de alimentos,Alimentos e Beb,Ação,Bovespa,JBDU4,BRJBDUACNPR3,12,103988000,25571000,0,0,-7106000,Real,619412000,-0.01168004788,0.027521504034,0,0,0.0,0.0,Kracow Participacoes S/A,67398408,Monte Mor S/A - Comercio Importacao e Exportacao,64298036,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Duagro S/A Adm e Partic,196719739,-,0,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Jaragua Fabril,PN,84432426000104,BR,cancelado,778,Tecelagens,Textil,Ação,Bovespa,JFAB4,-,-,-,-,-,-,-,Real,2540000000,-,-,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
JBS,ON,2916265000160,BR,ativo,2057,Abatedouros,Alimentos e Beb,Ação,Bovespa,JBSS3,BRJBSSACNOR8,12,47410884000,20663822000,61796761000,6696554000,-75705000,Real,2964257396,-0.02792048407,6.9709944986,22.79103733,0,0.0,0.0,-,0,-,0,-,0,-,0,-,-,-,-,-,-,-,-,-,-,-,-,Fb Participacoes S.A.,1399867013,Bndespar - BNDES Participacoes SA,931069588,Prot - Fundo de Invest. em Participacoes,205365101,Acoes em Tesouraria,94109795,-,-,-,-,-,-,-,-,-,-,-,-
Jereissati,ON,60543816000193,BR,ativo,867,Administração de empresas e empreendimentos,Outros,Ação,Bovespa,MLFT3,BRMLFTACNOR6,12,17203393000,1667036000,5123363000,1880871000,778636000,Real,385774000,0.81294979803,1.7405007982,5.349145064,0.157069,11.5,-,Sociedade Fiduciaria Brasileira,164465571,Previ Cx Prev Funcs Bco Brasil,126869033,Fundacao Atlantico de Seg. Social,80620065,Itatinga Coml. Indl. e Agric. S/A,39032322,Fundo Fator Sinergia III FIA,26823500,Fator Sinergia IV FIA,13615300,Carlos Francisco R. Jereissati,9326693,Acoes em Tesouraria,6098900,Jpsul Participacoes e Repres. Coms,2576576,Southmall Holding Ltda,792000,Sociedade Fiduciaria Brasileira,118232423,Southmall Holding Ltda,87612636,Previ Cx Prev Funcs Bco Brasil,50713220,Fundacao Atlantico de Seg. Social,44325576,Jpsul Participacoes e Repres. Coms,39780942,Carlos Francisco R. Jereissati,22796077,Itatinga Coml. Indl. e Agric. S/A,7466202,Acoes em Tesouraria,49476,Fundo Fator Sinergia III FIA,1000,-,0
Jereissati,PN,60543816000193,BR,ativo,867,Administração de empresas e empreendimentos,Outros,Ação,Bovespa,MLFT4,BRMLFTACNPR3,12,17203393000,1667036000,5123363000,1880871000,778636000,Real,572017000,0.81294979803,1.7405007982,5.349145064,0.157069,11.2,9.2,Sociedade Fiduciaria Brasileira,164465571,Previ Cx Prev Funcs Bco Brasil,126869033,Fundacao Atlantico de Seg. Social,80620065,Itatinga Coml. Indl. e Agric. S/A,39032322,Fundo Fator Sinergia III FIA,26823500,Fator Sinergia IV FIA,13615300,Carlos Francisco R. Jereissati,9326693,Acoes em Tesouraria,6098900,Jpsul Participacoes e Repres. Coms,2576576,Southmall Holding Ltda,792000,Sociedade Fiduciaria Brasileira,118232423,Southmall Holding Ltda,87612636,Previ Cx Prev Funcs Bco Brasil,50713220,Fundacao Atlantico de Seg. Social,44325576,Jpsul Participacoes e Repres. Coms,39780942,Carlos Francisco R. Jereissati,22796077,Itatinga Coml. Indl. e Agric. S/A,7466202,Acoes em Tesouraria,49476,Fundo Fator Sinergia III FIA,1000,-,0
JHSF Part,ON,8294224000165,BR,ativo,2060,Construção e empreendimentos imobiliarios,Construção,Ação,Bovespa,JHSF3,BRJHSFACNOR2,12,2545388000,1155963000,909436000,391698000,218997000,Real,428607081,0.51359243924,2.6970226374,2.1328121096,0.23462099003,4.3,6.7,-,0,-,0,-,0,-,0,-,-,-,-,-,-,-,-,-,-,-,-,JHSF Par S/A,271742797,Fabio Roberto Chimenti Auriemo,37462505,Jose Auriemo Neto,37462505,Acoes em Tesouraria,155500,-,-,-,-,-,-,-,-,-,-,-,-
Joao Fortes,ON,33035536000100,BR,ativo,781,Construção de edifícios residenciais,Construção,Ação,Bovespa,JFEN3,BRJFENACNOR0,12,1801495000,391001000,644959000,196172000,66697000,Real,100000000,0.66697,3.91001,6.44959,0.1382544829,1.5,1.2,-,0,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Fundo de Investimento em Participacoes da Serra,59926368,Banco Maxima SA,29893600,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Johnson & Johnson,Com,-,US,ativo,200406,Indústria de remédios,Química,"ADR,etc (emp estrang)",Bovespa,JNJB11B,BRJNJBBDR002,-,-,-,-,-,-,Dollar US,-,-,-,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Josapar,ON,87456562000122,BR,ativo,1328,Moinho de grãos,Alimentos e Beb,Ação,Bovespa,JOPA3,BRJOPAACNOR5,12,1031095000,356594000,737262000,236359000,18690000,Real,10451000,1.7662067662,33.698166698,69.671328671,0.32695,1.6,1.5,Peroli S/A Participacoes,500,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Peroli S/A Participacoes,6161976,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Josapar,PN,87456562000122,BR,ativo,1328,Moinho de grãos,Alimentos e Beb,Ação,Bovespa,JOPA4,BRJOPAACNPR2,12,1031095000,356594000,737262000,236359000,18690000,Real,131000,1.7662067662,33.698166698,69.671328671,0.35965,2.1,-,Peroli S/A Participacoes,500,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Peroli S/A Participacoes,6161976,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
JP Morgan Chase,Com,-,US,ativo,19617,Bancos,Finanças e Seguros,"ADR,etc (emp estrang)",Bovespa,JPMC11B,BRJPMCBDR009,-,-,-,-,-,-,Dollar US,-,-,-,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
JSL,ON,52548435000179,BR,ativo,2202,Transporte rodoviário,Transporte Serviç,Ação,Bovespa,JSLG3,BRJSLGACNOR2,12,3844849000,843391000,2408237000,393728000,56856000,Real,199385100,0.28794180706,4.2299600121,12.19628735,0.17888734,1.9,1.6,-,0,-,0,-,0,-,0,-,0,-,-,-,-,-,-,-,-,-,-,Simpar S.A.,103000160,Fernando Antonio Simoes,26813323,Jussara Elaine Simoes,4408366,Solange Maria Simoes Reis,4334579,Marita Simoes,4334579,-,-,-,-,-,-,-,-,-,-
Karsten,ON,82640558000104,BR,ativo,414,Indústria de roupas de tecido,Textil,Ação,Bovespa,CTKA3,BRCTKAACNOR0,12,365555000,38819000,354591000,85259000,-69439000,Real,6121000,-4.8201443843,2.6946411218,24.614119117,0.1678297,4.2,-,Yukon FIA,2131300,Adm. Bens Schwanke Ltda,875636,J Malucelli Small Caps FIA,742100,Schwanke Industria Textil Ltda,588258,Ralf Karsten,319092,Edelsa Participacoes S/A,109891,Gt Participacao Ltda,61471,Luca Empr. Part. Consult. Ltda,7135,-,-,-,-,Edelsa Participacoes S/A,1676753,Ralf Karsten,1655596,Gt Participacao Ltda,1593648,Luca Empr. Part. Consult. Ltda,306995,Adm. Bens Schwanke Ltda,9973,Schwanke Industria Textil Ltda,6396,-,0,-,0,-,-,-,-
Karsten,PN,82640558000104,BR,ativo,414,Indústria de roupas de tecido,Textil,Ação,Bovespa,CTKA4,BRCTKAACNPR7,12,365555000,38819000,354591000,85259000,-69439000,Real,8285000,-4.8201443843,2.6946411218,24.614119117,0.1846126,4.7,3.0,Yukon FIA,2131300,Adm. Bens Schwanke Ltda,875636,J Malucelli Small Caps FIA,742100,Schwanke Industria Textil Ltda,588258,Ralf Karsten,319092,Edelsa Participacoes S/A,109891,Gt Participacao Ltda,61471,Luca Empr. Part. Consult. Ltda,7135,-,-,-,-,Edelsa Participacoes S/A,1676753,Ralf Karsten,1655596,Gt Participacao Ltda,1593648,Luca Empr. Part. Consult. Ltda,306995,Adm. Bens Schwanke Ltda,9973,Schwanke Industria Textil Ltda,6396,-,0,-,0,-,-,-,-
Kepler Weber,ON,91983056000169,BR,ativo,787,Indústria de estruturas metálicas,Siderur & Metalur,Ação,Bovespa,KEPL3,BRKEPLACNOR1,12,651348000,296913000,422126000,85710000,28254000,Real,1308320000,1.0789955566,11.338867201,16.120622862,0,0.0,0.0,-,0,-,0,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Previ Cx Prev Funcs Bco Brasil,229932485,BB Banco de Investimento S/A,229632582,Shalom Fundo de Investimento de Acoes,151500000,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Klab Riocell,ON,-,BR,cancelado,01265-old,"Indústria de papel , celulose e papelão",Papel e Celulose,Ação,Bovespa,RCLL3,-,-,-,-,-,-,-,Real,317027000,-,-,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Klab Riocell,PN,-,BR,cancelado,01265-old,"Indústria de papel , celulose e papelão",Papel e Celulose,Ação,Bovespa,RCLL4,-,-,-,-,-,-,-,Real,200285000,-,-,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Klab Riocell,PNA,-,BR,cancelado,01265-old,"Indústria de papel , celulose e papelão",Papel e Celulose,Ação,Bovespa,RCLL5,-,-,-,-,-,-,-,Real,200285000,-,-,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Klab Riocell,PNC,-,BR,cancelado,01265-old,"Indústria de papel , celulose e papelão",Papel e Celulose,Ação,Bovespa,RCLL7,-,-,-,-,-,-,-,Real,200285000,-,-,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Klabin S/A,ON,89637490000145,BR,ativo,1265,"Indústria de papel , celulose e papelão",Papel e Celulose,Ação,Bovespa,KLBN3,BRKLBNACNOR2,12,12741595000,4958302000,3889151000,1332286000,182721000,Real,316827563,0.20535704363,5.5856655435,4.3709510763,0.21858,3.1,3.5,Bndespar - BNDES Participacoes SA,91862840,The Bank Of New York - Adr,58352515,Monteiro Aranha S.A.,29472756,Acoes em Tesouraria,27196800,-,0,-,0,-,-,-,-,-,-,-,-,Klabin Irmaos & Cia,163797753,Monteiro Aranha S.A.,63458605,Niblak Participacoes S.A.,24699654,-,0,-,0,-,0,-,-,-,-,-,-,-,-
Klabin S/A,PN,89637490000145,BR,ativo,1265,"Indústria de papel , celulose e papelão",Papel e Celulose,Ação,Bovespa,KLBN4,BRKLBNACNPR9,12,12741595000,4958302000,3889151000,1332286000,182721000,Real,570855733,0.20535704363,5.5856655435,4.3709510763,0.24044,3.0,4.1,Bndespar - BNDES Participacoes SA,91862840,The Bank Of New York - Adr,58352515,Monteiro Aranha S.A.,29472756,Acoes em Tesouraria,27196800,-,0,-,0,-,-,-,-,-,-,-,-,Klabin Irmaos & Cia,163797753,Monteiro Aranha S.A.,63458605,Niblak Participacoes S.A.,24699654,-,0,-,0,-,0,-,-,-,-,-,-,-,-
Klabinsegall,ON,187032000148,BR,cancelado,2024,Construção e empreendimentos imobiliarios,Construção,Ação,Bovespa,KSSA3,-,-,-,-,-,-,-,Real,145706000,-,-,-,0,-,-,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Agre Empreendimentos Imobiliarios S.A.,35000000,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Kraft Foods,Com,-,US,ativo,1103982,Indústria de alimentos,Alimentos e Beb,"ADR,etc (emp estrang)",Bovespa,KFTB11B,BRKFTBBDR005,-,-,-,-,-,-,Dollar US,-,-,-,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Kroton,ON,2800026000140,BR,ativo,1797,Educacão,Outros,Ação,Bovespa,KROT3,BRKROTACNOR9,12,2966472000,1475331000,734553000,241099000,37375000,Real,252543000,0.07099340721,2.4786022811,1.3952754581,0,-,-,Constellation Investimentos e Participacoes Ltda,40446600,Oppenheimer Funds Inc.,30538800,Fmr Llc(Fidelity),30522600,Altamiro Belo Galindo,25200000,Samos Participacoes Ltda,12646800,Neiva Participacoes Ltda,12586800,Julio Fernando Cabizuca,9927000,Acoes em Tesouraria,7935216,Pitagoras Adm. e Participacoes S.A.,3117806,Citissimo do Brasil Participacoes Ltda,2040000,Pitagoras Adm. e Participacoes S.A.,195945698,Constellation Investimentos e Participacoes Ltda,6741100,Oppenheimer Funds Inc.,5089800,Fmr Llc(Fidelity),5087100,Altamiro Belo Galindo,4200000,Samos Participacoes Ltda,2107800,Neiva Participacoes Ltda,2097800,Julio Fernando Cabizuca,1654500,Acoes em Tesouraria,1322536,Citissimo do Brasil Participacoes Ltda,340000
Kroton,PN,2800026000140,BR,ativo,1797,Educacão,Outros,Ação,Bovespa,KROT4,BRKROTACNPR6,12,2966472000,1475331000,734553000,241099000,37375000,Real,342684000,0.07099340721,2.4786022811,1.3952754581,0,-,-,Constellation Investimentos e Participacoes Ltda,40446600,Oppenheimer Funds Inc.,30538800,Fmr Llc(Fidelity),30522600,Altamiro Belo Galindo,25200000,Samos Participacoes Ltda,12646800,Neiva Participacoes Ltda,12586800,Julio Fernando Cabizuca,9927000,Acoes em Tesouraria,7935216,Pitagoras Adm. e Participacoes S.A.,3117806,Citissimo do Brasil Participacoes Ltda,2040000,Pitagoras Adm. e Participacoes S.A.,195945698,Constellation Investimentos e Participacoes Ltda,6741100,Oppenheimer Funds Inc.,5089800,Fmr Llc(Fidelity),5087100,Altamiro Belo Galindo,4200000,Samos Participacoes Ltda,2107800,Neiva Participacoes Ltda,2097800,Julio Fernando Cabizuca,1654500,Acoes em Tesouraria,1322536,Citissimo do Brasil Participacoes Ltda,340000
Kroton,UNT N2,2800026000140,BR,ativo,1797,Educacão,Outros,Ação,Bovespa,KROT11,BRKROTCDAM11,12,2966472000,1475331000,734553000,241099000,37375000,Real,0,0.07099340721,2.4786022811,1.3952754581,0,0.0,0.0,Constellation Investimentos e Participacoes Ltda,40446600,Oppenheimer Funds Inc.,30538800,Fmr Llc(Fidelity),30522600,Altamiro Belo Galindo,25200000,Samos Participacoes Ltda,12646800,Neiva Participacoes Ltda,12586800,Julio Fernando Cabizuca,9927000,Acoes em Tesouraria,7935216,Pitagoras Adm. e Participacoes S.A.,3117806,Citissimo do Brasil Participacoes Ltda,2040000,Pitagoras Adm. e Participacoes S.A.,195945698,Constellation Investimentos e Participacoes Ltda,6741100,Oppenheimer Funds Inc.,5089800,Fmr Llc(Fidelity),5087100,Altamiro Belo Galindo,4200000,Samos Participacoes Ltda,2107800,Neiva Participacoes Ltda,2097800,Julio Fernando Cabizuca,1654500,Acoes em Tesouraria,1322536,Citissimo do Brasil Participacoes Ltda,340000
Kuala,ON,82640723000110,BR,cancelado,56,Outras indústrias de tecidos,Textil,Ação,Bovespa,ARTE3,-,-,-,-,-,-,-,Real,53000,-,-,-,0,-,-,"Ralph Partners III, Llc",17000,Polonia Participacoes S/A,7000,Terranova Part. e Empreendimentos L,1000,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Terranova Part. e Empreendimentos L,28000,"Ralph Partners III, Llc",8000,Polonia Participacoes S/A,6000,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Kuala,PN,82640723000110,BR,cancelado,56,Outras indústrias de tecidos,Textil,Ação,Bovespa,ARTE4,-,-,-,-,-,-,-,Real,105000,-,-,-,0,-,-,"Ralph Partners III, Llc",17000,Polonia Participacoes S/A,7000,Terranova Part. e Empreendimentos L,1000,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Terranova Part. e Empreendimentos L,28000,"Ralph Partners III, Llc",8000,Polonia Participacoes S/A,6000,-,-,-,-,-,-,-,-,-,-,-,-,-,-
La Fonte Tel,ON,53790218000153,BR,ativo,1226,Telecomunicações,Telecomunicações,Ação,Bovespa,LFFE3,BRLFFEACNOR2,12,13923306000,876937000,4793332000,1637070000,885828000,Real,336676000,1.6289561807,1.6126064498,8.8144964794,0.312615,-,-,Jereissati Participacoes S/A,161942478,Previ Cx Prev Funcs Bco Brasil,40718059,Sociedade Fiduciaria Brasileira,1656384,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Jereissati Participacoes S/A,269674301,Previ Cx Prev Funcs Bco Brasil,66846108,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-
La Fonte Tel,PN,53790218000153,BR,ativo,1226,Telecomunicações,Telecomunicações,Ação,Bovespa,LFFE4,BRLFFEACNPR9,12,13923306000,876937000,4793332000,1637070000,885828000,Real,207125000,1.6289561807,1.6126064498,8.8144964794,0.312615,-,20.0,Jereissati Participacoes S/A,161942478,Previ Cx Prev Funcs Bco Brasil,40718059,Sociedade Fiduciaria Brasileira,1656384,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Jereissati Participacoes S/A,269674301,Previ Cx Prev Funcs Bco Brasil,66846108,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Laep,A,8904552000136,OT,ativo,8009,Indústria de laticínios,Alimentos e Beb,Ação,Bovespa,MILK11,BRMILKBDR003,12,1089989000,388183000,150243000,18003000,218465000,Real,224144000,18.132467638,16.232186465,12.47008141,0,0.0,0.0,Laep Fund Brasil,5486521,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Laep Holdings Ltd.,15000500,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Lan Chile,Ord,89862200-2,CL,ativo,LAN,Transporte aéreo regular,Transporte Serviç,"ADR,etc (emp estrang)",Bovespa,LATM11,BRLATMBDR001,-,-,-,-,-,-,Peso Chile,-,-,-,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Lark Maqs,ON,60631090000140,BR,ativo,797,Concerto e manutenção de equipamentos (exceto eletrônicos e de precisão),Outros,Ação,Bovespa,LARK3,BRLARKACNOR5,12,23620000,-11726000,20785000,2855000,-12294000,Real,576000,-8.4090287278,-8.0205198358,14.216826265,0,-,-,Suporte Organizacao e Servicos Ltda,879,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Suporte Organizacao e Servicos Ltda,572,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Lark Maqs,PN,60631090000140,BR,ativo,797,Concerto e manutenção de equipamentos (exceto eletrônicos e de precisão),Outros,Ação,Bovespa,LARK4,BRLARKACNPR2,12,23620000,-11726000,20785000,2855000,-12294000,Real,886000,-8.4090287278,-8.0205198358,14.216826265,0,-,-,Suporte Organizacao e Servicos Ltda,879,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Suporte Organizacao e Servicos Ltda,572,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Le Lis Blanc,ON,49669856000143,BR,ativo,2144,Tecelagens,Textil,Ação,Bovespa,LLIS3,BRLLISACNOR4,12,542893000,197020000,471100000,326789000,37657000,Real,57088000,0.22136498242,1.1503877055,2.7693401816,0,0.0,0.0,-,0,-,0,-,0,-,0,-,0,-,0,-,-,-,-,-,-,-,-,Waterford Participacoes S.A.,9100672,Northstar Equity Inv Llc,7025092,Rio Verde Cons. e Part. Ltda.,5699063,Federated Kauffman Fund,3988662,Thema Participacoes Ltda,1361512,Afwg Retail Investments Ltda,150000,-,-,-,-,-,-,-,-
Leco,ON,60434487000142,BR,cancelado,360,Indústria de laticínios,Alimentos e Beb,Ação,Bovespa,LECO3,-,-,-,-,-,-,-,Real,100000000,-,-,-,0,-,-,S/A Fabrica de Prods Alims Vigor,16000000,Gestior Participacoes Ltda,10173000,Mcap Poland Fundo de Investimento em Acoes,2656000,-,-,-,-,-,-,-,-,-,-,-,-,-,-,S/A Fabrica de Prods Alims Vigor,99999000,-,0,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Leco,PN,60434487000142,BR,cancelado,360,Indústria de laticínios,Alimentos e Beb,Ação,Bovespa,LECO4,-,-,-,-,-,-,-,Real,45000000,-,-,-,0,-,-,S/A Fabrica de Prods Alims Vigor,16000000,Gestior Participacoes Ltda,10173000,Mcap Poland Fundo de Investimento em Acoes,2656000,-,-,-,-,-,-,-,-,-,-,-,-,-,-,S/A Fabrica de Prods Alims Vigor,99999000,-,0,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-
